用户id,注册时间,性别,年龄,学历,所属省份,所属地市,下载渠道,游戏职业,游戏等级,最近一次登录时间
C39779,2017#9#23,女,20,大专,广东省,广州市,oppo应用商店,刺客,青铜,2018/5/13
C31138,2017#9#9,男,17,大专,广西壮族自治区,玉林市,华为应用商店,法师,青铜,2018/12/25
C46666,2017#10#2,男,19,博士及以上,陕西省,西安市,APP Store,刺客,青铜,2018/12/26
C28772,2017#12#21,女,13,初中及以下,江苏省,镇江市,华为应用商店,刺客,黄金,2018/2/25
C26241,2018/2/28,男,21,大专,广东省,惠州市,小米应用商店,法师,青铜,2018/12/10
C39878,2018/10/27,男,15,初中及以下,江苏省,常州市,应用宝,刺客,青铜,2019/10/15
C49148,2019/1/13,男,36,本科,浙江省,台州市,华为应用商店,刺客,青铜,2019/4/22
C47168,2019/3/3,男,21,高中/中专,浙江省,杭州市,vivo应用商店,法师,青铜,2019/6/9
C28391,2018/6/3,男,24,大专,浙江省,绍兴市,APP Store,法师,青铜,2019/3/23
C50774,2017#7#16,男,29,大专,山东省,青岛市,小米应用商店,法师,青铜,2017/7/16
C33234,2019/3/3,男,17,初中及以下,陕西省,西安市,oppo应用商店,剑士,青铜,2019/3/23
C23498,2019/2/8,男,37,本科,浙江省,温州市,华为应用商店,法师,青铜,2019/3/27
C24530,2017#10#22,男,39,本科,江西省,九江市,vivo应用商店,法师,青铜,2017/12/20
C25760,2017#12#29,女,24,硕士,江西省,南昌市,oppo应用商店,刺客,青铜,2019/2/27
C47110,2017#12#31,女,25,本科,河北省,石家庄市,APP Store,剑士,青铜,2018/7/15
C25690,2018/5/5,男,25,本科,广东省,江门市,华为应用商店,法师,青铜,2018/11/30
C25912,2018/12/16,男,13,初中及以下,四川省,攀枝花市,华为应用商店,法师,青铜,2019/8/6
C48510,2018/8/26,女,22,初中及以下,广东省,江门市,APP Store,剑士,青铜,2018/9/5
C44383,2017#10#22,男,31,本科,辽宁省,营口市,小米应用商店,法师,青铜,2018/11/14
C47369,2017#9#20,男,27,大专,江苏省,南通市,oppo应用商店,剑士,黄金,2019/8/14
C41895,2017#9#23,女,22,大专,江苏省,扬州市,华为应用商店,刺客,黄金,2019/10/23
C31471,2019/3/1,男,26,本科,云南省,文山壮族苗族自治州,华为应用商店,法师,青铜,2019/4/30
C49593,2017#7#26,男,35,本科,河南省,郑州市,应用宝,法师,青铜,2018/11/20
C35741,2018/12/24,女,33,大专,广东省,广州市,应用宝,法师,青铜,2019/9/5
C51241,2017#11#7,男,36,初中及以下,河南省,驻马店市,华为应用商店,法师,青铜,2019/1/9
C38311,2017#7#29,男,25,大专,广东省,佛山市,APP Store,剑士,青铜,2017/9/2
C42144,2017#12#2,男,19,硕士,江苏省,泰州市,APP Store,剑士,青铜,2018/11/30
C27848,2017#7#29,女,20,大专,河北省,保定市,应用宝,刺客,青铜,2018/3/12
C25171,2018/1/8,男,25,大专,湖南省,郴州市,应用宝,法师,青铜,2018/7/19
C52373,2018/6/20,男,15,初中及以下,北京市,北京市,华为应用商店,法师,青铜,2018/10/16
C50191,2019/2/10,女,27,高中/中专,新疆维吾尔自治区,伊犁哈萨克自治州,APP Store,法师,青铜,2019/3/17
C38861,2017#7#12,男,32,大专,四川省,遂宁市,vivo应用商店,法师,青铜,2018/8/21
C43225,2018/10/29,男,27,本科,福建省,三明市,APP Store,法师,白银,2019/6/10
C43797,2018/11/3,男,21,初中及以下,江西省,赣州市,小米应用商店,刺客,白银,2019/6/23
C51946,2017#11#30,男,21,大专,山东省,青岛市,vivo应用商店,刺客,青铜,2018/2/24
C32956,2017#10#29,男,30,本科,山西省,朔州市,APP Store,剑士,青铜,2019/10/4
C37894,2017#11#3,男,36,大专,江苏省,淮安市,华为应用商店,剑士,青铜,2018/5/10
C24872,2017#9#29,男,34,高中/中专,新疆维吾尔自治区,昌吉回族自治州,APP Store,刺客,白银,2018/1/16
C50449,2017#12#18,女,14,初中及以下,甘肃省,武威市,应用宝,刺客,青铜,2018/1/21
C23374,2018/3/3,男,22,大专,福建省,泉州市,APP Store,剑士,青铜,2018/7/23
C49402,2017#12#30,男,27,高中/中专,山西省,太原市,华为应用商店,法师,青铜,2018/4/4
C30431,2017#7#13,男,22,本科,甘肃省,白银市,华为应用商店,法师,青铜,2018/11/12
C41590,2017#8#4,男,16,大专,湖南省,郴州市,应用宝,法师,青铜,2018/11/6
C27776,2018/8/21,男,24,大专,河北省,保定市,应用宝,法师,星耀,2019/3/16
C39088,2017#11#30,男,33,高中/中专,福建省,泉州市,华为应用商店,法师,青铜,2018/11/20
C21288,2019/6/15,男,27,硕士,江苏省,徐州市,华为应用商店,法师,青铜,2019/9/16
C44394,2017#10#1,男,26,硕士,云南省,红河哈尼族彝族自治州,vivo应用商店,法师,青铜,2017/12/25
C28159,2018/11/10,男,25,本科,四川省,乐山市,vivo应用商店,刺客,青铜,2019/11/17
C47741,2018/3/19,男,30,大专,陕西省,西安市,oppo应用商店,法师,青铜,2018/11/1
C32329,2018/1/24,男,17,大专,陕西省,咸阳市,vivo应用商店,剑士,青铜,2018/4/22
C37035,2019/6/27,男,17,高中/中专,四川省,眉山市,vivo应用商店,法师,白银,2019/8/28
C27898,2018/5/17,男,32,大专,浙江省,绍兴市,小米应用商店,法师,青铜,2019/4/8
C32006,2017#8#17,男,13,初中及以下,安徽省,亳州市,APP Store,刺客,青铜,2018/5/16
C51411,2017#9#20,男,19,大专,上海市,上海市,vivo应用商店,法师,青铜,2018/3/16
C34668,2018/5/24,男,24,大专,江苏省,无锡市,APP Store,剑士,青铜,2019/2/14
C35102,2017#7#29,男,13,初中及以下,安徽省,芜湖市,小米应用商店,刺客,青铜,2018/8/30
C51026,2017#11#1,女,35,高中/中专,四川省,内江市,应用宝,法师,青铜,2018/12/13
C22096,2018/11/21,男,21,初中及以下,浙江省,杭州市,小米应用商店,法师,青铜,2018/12/26
C25668,2017#10#20,男,13,初中及以下,四川省,内江市,小米应用商店,法师,青铜,2018/10/20
C45811,2017#7#13,男,18,大专,甘肃省,酒泉市,应用宝,法师,青铜,2018/8/18
C36401,2018/2/15,女,19,大专,浙江省,嘉兴市,小米应用商店,剑士,青铜,2019/2/9
C26564,2018/7/13,男,26,高中/中专,湖南省,株洲市,应用宝,法师,白银,2018/8/31
C41248,2018/12/18,男,22,高中/中专,黑龙江省,大庆市,小米应用商店,刺客,青铜,2019/11/15
C50389,2018/3/4,男,25,大专,河南省,郑州市,oppo应用商店,剑士,白银,2018/12/9
C39673,2017#9#10,女,31,本科,江西省,吉安市,vivo应用商店,刺客,青铜,2019/7/31
C25662,2017#7#21,男,14,初中及以下,河北省,石家庄市,小米应用商店,法师,青铜,2019/9/17
C43373,2018/12/13,男,21,高中/中专,四川省,成都市,APP Store,刺客,青铜,2019/6/30
C37108,2018/11/11,女,24,本科,河北省,秦皇岛市,vivo应用商店,法师,青铜,2019/3/28
C25175,2018/7/15,男,14,初中及以下,重庆市,重庆市,华为应用商店,法师,白银,2019/11/30
C49884,2017#8#4,男,28,本科,福建省,龙岩市,APP Store,法师,青铜,2018/3/4
C48245,2017#12#3,男,24,大专,上海市,上海市,oppo应用商店,刺客,青铜,2019/10/1
C47510,2019/3/11,女,17,大专,宁夏回族自治区,银川市,华为应用商店,法师,白银,2019/3/15
C37857,2017#7#14,女,16,初中及以下,辽宁省,营口市,华为应用商店,法师,青铜,2019/5/24
C42783,2019/2/5,女,31,大专,河北省,秦皇岛市,oppo应用商店,刺客,青铜,2019/3/19
C49482,2019/3/13,男,34,初中及以下,江苏省,苏州市,华为应用商店,刺客,青铜,2019/3/24
C46497,2017#12#30,男,20,高中/中专,上海市,上海市,应用宝,法师,白银,2018/9/13
C23889,2017#7#29,女,36,本科,广东省,广州市,应用宝,法师,白银,2019/3/21
C52443,2018/1/19,女,30,大专,广东省,广州市,华为应用商店,法师,青铜,2018/3/2
C51380,2018/8/15,男,18,大专,浙江省,绍兴市,应用宝,剑士,白银,2019/8/16
C41421,2017#11#24,男,24,本科,河北省,沧州市,vivo应用商店,法师,青铜,2019/2/6
C51896,2018/3/8,男,24,本科,浙江省,杭州市,vivo应用商店,剑士,青铜,2019/3/14
C27559,2017#11#19,女,36,大专,广西壮族自治区,防城港市,oppo应用商店,剑士,白银,2018/7/25
C51953,2019/5/25,男,17,高中/中专,上海市,上海市,oppo应用商店,剑士,青铜,2019/8/31
C43564,2018/10/27,男,15,初中及以下,河南省,平顶山市,oppo应用商店,法师,青铜,2019/2/6
C45908,2019/6/27,男,30,大专,湖南省,益阳市,APP Store,刺客,青铜,2019/9/11
C42007,2017#10#21,男,21,本科,山东省,潍坊市,APP Store,法师,青铜,2019/2/27
C51518,2017#9#12,女,23,大专,江苏省,苏州市,华为应用商店,法师,青铜,2018/3/1
C44244,2017#11#22,女,28,高中/中专,浙江省,绍兴市,oppo应用商店,法师,青铜,2018/1/7
C31912,2019/2/23,男,21,高中/中专,福建省,福州市,APP Store,刺客,青铜,2019/3/22
C43955,2017#8#11,女,18,高中/中专,黑龙江省,哈尔滨市,vivo应用商店,刺客,青铜,2018/2/22
C22228,2019/2/5,男,15,初中及以下,江西省,南昌市,应用宝,法师,白银,2019/4/4
C26139,2019/3/25,男,37,本科,湖南省,益阳市,华为应用商店,刺客,青铜,2019/6/4
C29143,2018/5/23,男,15,初中及以下,湖北省,孝感市,应用宝,剑士,青铜,2018/10/14
C30925,2018/10/29,男,14,初中及以下,山东省,济南市,APP Store,剑士,黄金,2019/9/12
C47439,2017#8#30,男,31,初中及以下,云南省,昆明市,应用宝,法师,青铜,2017/11/3
C24101,2018/1/18,女,17,大专,北京市,北京市,应用宝,刺客,青铜,2018/8/13
C45797,2017#10#10,男,37,大专,安徽省,合肥市,vivo应用商店,法师,青铜,2017/11/15
C32077,2018/5/1,男,23,大专,福建省,漳州市,华为应用商店,法师,青铜,2019/2/14
C26408,2019/2/8,男,18,大专,湖北省,武汉市,应用宝,法师,青铜,2019/4/15
C42277,2018/10/24,男,33,本科,广东省,中山市,vivo应用商店,法师,青铜,2019/6/21
C43619,2017#9#1,男,25,高中/中专,河北省,衡水市,华为应用商店,剑士,青铜,2018/4/28
C32497,2019/1/13,女,35,大专,重庆市,重庆市,小米应用商店,刺客,青铜,2019/3/20
C32233,2017#10#31,女,13,初中及以下,安徽省,合肥市,APP Store,刺客,白银,2018/11/24
C44250,2017#11#8,男,21,本科,河北省,张家口市,应用宝,刺客,白银,2018/9/9
C45118,2017#10#1,男,16,高中/中专,浙江省,台州市,小米应用商店,剑士,青铜,2018/5/8
C26143,2017#11#24,男,18,高中/中专,甘肃省,天水市,华为应用商店,剑士,青铜,2019/6/26
C22652,2017#8#30,男,26,大专,湖北省,武汉市,应用宝,刺客,白银,2019/4/13
C42086,2017#12#31,男,32,大专,福建省,漳州市,应用宝,剑士,青铜,2018/3/22
C25146,2018/11/6,男,26,大专,广西壮族自治区,南宁市,华为应用商店,法师,白银,2019/3/7
C39678,2019/4/30,男,25,硕士,新疆维吾尔自治区,乌鲁木齐市,小米应用商店,法师,青铜,2019/7/13
C46238,2017#8#23,男,20,硕士,安徽省,合肥市,vivo应用商店,刺客,青铜,2019/11/24
C34280,2017#11#5,男,28,大专,重庆市,重庆市,应用宝,法师,青铜,2018/12/3
C24092,2018/5/23,男,20,高中/中专,江苏省,盐城市,应用宝,法师,青铜,2018/10/24
C23093,2017#12#30,女,20,初中及以下,北京市,北京市,oppo应用商店,法师,白银,2019/10/27
C26126,2017#7#26,男,21,本科,福建省,福州市,其他,法师,白银,2017/9/17
C25179,2018/10/21,女,27,本科,甘肃省,平凉市,华为应用商店,刺客,青铜,2018/12/3
C52066,2018/5/7,男,19,大专,辽宁省,辽阳市,vivo应用商店,刺客,青铜,2018/6/1
C29109,2018/7/15,男,30,高中/中专,江苏省,苏州市,APP Store,法师,青铜,2019/5/21
C30110,2017#9#29,男,21,本科,福建省,泉州市,APP Store,法师,青铜,2018/5/19
C31256,2018/9/5,女,28,大专,广东省,东莞市,APP Store,法师,青铜,2018/10/11
C25028,2018/5/24,男,30,本科,陕西省,西安市,华为应用商店,法师,青铜,2019/2/11
C51859,2017#11#10,男,19,大专,江苏省,南通市,小米应用商店,剑士,青铜,2019/11/17
C45175,2017#10#31,男,27,大专,广东省,阳江市,应用宝,剑士,白银,2018/8/22
C39463,2018/6/27,男,24,大专,湖北省,随州市,华为应用商店,法师,青铜,2019/6/1
C23673,2019/3/25,女,16,大专,河北省,衡水市,应用宝,法师,青铜,2019/3/28
C40480,2018/9/2,男,23,大专,新疆维吾尔自治区,和田地区,小米应用商店,刺客,白银,2018/9/9
C32240,2017#7#17,男,19,大专,天津市,天津市,华为应用商店,法师,青铜,2019/8/5
C51107,2018/3/30,男,38,大专,湖北省,武汉市,APP Store,法师,青铜,2018/6/3
C51994,2018/6/30,男,16,高中/中专,福建省,福州市,华为应用商店,刺客,青铜,2019/7/2
C45589,2018/1/20,男,13,初中及以下,云南省,昆明市,APP Store,剑士,白银,2018/7/6
C39280,2017#12#12,男,21,博士及以上,贵州省,遵义市,华为应用商店,法师,青铜,2019/3/20
C40854,2019/6/4,男,18,高中/中专,海南省,三亚市,小米应用商店,法师,黄金,2019/9/25
C47166,2018/10/10,男,40,本科,北京市,北京市,vivo应用商店,剑士,青铜,2019/8/21
C49862,2017#7#30,女,16,大专,四川省,乐山市,应用宝,法师,青铜,2018/12/10
C46849,2018/3/4,男,23,大专,北京市,北京市,小米应用商店,法师,青铜,2019/2/13
C51622,2017#8#17,男,16,初中及以下,上海市,上海市,vivo应用商店,刺客,青铜,2018/4/3
C49529,2018/3/8,女,29,本科,安徽省,合肥市,华为应用商店,法师,青铜,2019/4/11
C46632,2017#7#26,男,13,初中及以下,四川省,绵阳市,APP Store,法师,青铜,2018/5/20
C28884,2017#10#9,女,23,本科,上海市,上海市,小米应用商店,法师,青铜,2019/11/29
C50894,2018/8/26,男,31,本科,四川省,成都市,APP Store,法师,青铜,2019/3/20
C51301,2018/1/23,男,21,本科,湖南省,衡阳市,vivo应用商店,剑士,青铜,2018/3/10
C52429,2019/1/13,男,23,高中/中专,江苏省,无锡市,vivo应用商店,法师,黄金,2019/4/15
C40265,2018/11/12,女,25,硕士,浙江省,杭州市,APP Store,法师,青铜,2019/1/13
C41307,2017#9#28,女,22,大专,山东省,临沂市,vivo应用商店,法师,白银,2018/6/29
C51576,2018/11/18,男,26,大专,江苏省,宿迁市,vivo应用商店,刺客,青铜,2019/6/29
C32412,2019/2/15,男,31,大专,广东省,云浮市,APP Store,法师,青铜,2019/4/19
C46818,2018/5/4,男,23,大专,安徽省,滁州市,APP Store,法师,青铜,2019/4/20
C24651,2018/1/1,男,22,大专,北京市,北京市,小米应用商店,剑士,青铜,2018/2/16
C42547,2018/4/28,男,39,大专,广东省,中山市,小米应用商店,刺客,青铜,2018/6/6
C26407,2018/11/4,男,32,本科,福建省,福州市,APP Store,法师,青铜,2019/8/9
C45716,2019/1/17,男,33,本科,重庆市,重庆市,vivo应用商店,法师,青铜,2019/1/23
C31079,2018/3/31,女,37,本科,湖北省,武汉市,APP Store,刺客,青铜,2018/5/9
C31576,2018/11/2,男,16,大专,江苏省,淮安市,APP Store,法师,青铜,2019/11/18
C21425,2017#11#15,男,13,初中及以下,福建省,厦门市,APP Store,法师,青铜,2018/1/28
C46161,2017#11#24,男,17,高中/中专,广西壮族自治区,柳州市,华为应用商店,法师,青铜,2019/7/6
C42431,2017#10#5,男,18,高中/中专,陕西省,宝鸡市,应用宝,刺客,青铜,2018/7/11
C36051,2018/10/21,男,16,高中/中专,广东省,肇庆市,vivo应用商店,刺客,青铜,2019/9/15
C29154,2017#11#2,女,36,硕士,安徽省,六安市,vivo应用商店,法师,青铜,2018/9/22
C32044,2019/3/3,男,25,本科,天津市,天津市,vivo应用商店,法师,青铜,2019/4/29
C35548,2017#11#23,男,36,大专,重庆市,重庆市,华为应用商店,法师,青铜,2018/3/26
C52051,2017#7#26,女,25,本科,山西省,大同市,oppo应用商店,剑士,青铜,2017/12/16
C23669,2019/4/13,男,19,大专,江西省,南昌市,vivo应用商店,剑士,青铜,2019/6/13
C46648,2018/3/30,男,27,本科,广东省,东莞市,华为应用商店,剑士,青铜,2019/1/13
C39793,2018/5/5,男,16,初中及以下,江西省,九江市,应用宝,刺客,青铜,2018/5/5
C29215,2017#10#27,男,17,大专,浙江省,金华市,vivo应用商店,刺客,白银,2019/2/25
C30783,2017#9#17,男,22,大专,河北省,秦皇岛市,应用宝,法师,青铜,2018/6/14
C32900,2019/6/22,女,17,初中及以下,四川省,成都市,oppo应用商店,法师,青铜,2019/7/1
C48287,2018/12/9,男,17,大专,辽宁省,大连市,vivo应用商店,刺客,星耀,2019/11/28
C26475,2017#8#8,女,22,高中/中专,广东省,深圳市,华为应用商店,法师,青铜,2019/7/3
C37029,2018/10/3,男,37,高中/中专,浙江省,宁波市,华为应用商店,法师,青铜,2019/6/29
C30681,2017#7#29,男,28,本科,辽宁省,葫芦岛市,华为应用商店,法师,青铜,2019/1/8
C22509,2017#7#26,女,21,本科,江苏省,镇江市,应用宝,剑士,青铜,2019/11/30
C35764,2017#10#15,男,18,初中及以下,江西省,宜春市,vivo应用商店,剑士,青铜,2019/2/3
C30961,2018/6/24,女,23,大专,广东省,肇庆市,应用宝,法师,青铜,2018/12/29
C52234,2019/1/25,男,34,本科,福建省,泉州市,APP Store,法师,青铜,2019/4/15
C31539,2017#9#23,男,22,本科,广东省,广州市,APP Store,法师,白银,2017/11/21
C28570,2017#9#9,女,38,博士及以上,贵州省,遵义市,APP Store,法师,青铜,2018/9/16
C41548,2017#11#16,女,19,初中及以下,河南省,驻马店市,应用宝,法师,青铜,2019/5/12
C30699,2017#7#15,男,40,高中/中专,陕西省,西安市,华为应用商店,刺客,白银,2019/4/20
C35233,2017#9#27,男,24,硕士,江苏省,泰州市,oppo应用商店,法师,青铜,2018/12/29
C36663,2017#8#14,女,22,高中/中专,陕西省,咸阳市,应用宝,刺客,青铜,2017/10/11
C43628,2019/2/23,男,25,高中/中专,江西省,上饶市,其他,法师,白银,2019/2/27
C47265,2018/8/29,男,24,本科,宁夏回族自治区,银川市,应用宝,刺客,白银,2019/9/20
C21932,2017#11#22,男,26,硕士,江苏省,镇江市,华为应用商店,法师,白银,2018/7/2
C21803,2017#11#24,女,20,初中及以下,河南省,南阳市,APP Store,刺客,青铜,2019/2/14
C48199,2018/8/19,女,16,初中及以下,广西壮族自治区,南宁市,oppo应用商店,剑士,青铜,2019/6/28
C52386,2017#9#7,男,29,本科,广东省,东莞市,APP Store,法师,青铜,2018/5/27
C46423,2018/8/19,女,15,初中及以下,江苏省,泰州市,APP Store,法师,青铜,2018/8/22
C28330,2017#8#16,男,37,本科,浙江省,杭州市,华为应用商店,法师,青铜,2019/7/8
C44522,2017#11#9,男,33,硕士,江苏省,淮安市,华为应用商店,剑士,青铜,2018/8/17
C46642,2018/5/17,女,36,高中/中专,浙江省,金华市,oppo应用商店,剑士,青铜,2019/3/30
C33851,2018/11/5,男,17,大专,江苏省,徐州市,vivo应用商店,法师,白银,2019/10/9
C47625,2018/9/22,男,30,大专,山东省,莱芜市,小米应用商店,法师,青铜,2018/10/29
C27817,2018/9/15,女,22,大专,江苏省,常州市,vivo应用商店,法师,青铜,2018/10/10
C29944,2017#11#24,男,24,高中/中专,广东省,深圳市,应用宝,刺客,白银,2018/7/27
C49808,2018/6/20,女,26,硕士,江苏省,南通市,应用宝,法师,白银,2018/12/12
C40456,2017#11#19,男,20,大专,云南省,昆明市,应用宝,法师,青铜,2019/4/18
C33920,2017#11#30,男,16,初中及以下,福建省,泉州市,华为应用商店,刺客,青铜,2018/6/26
C44764,2017#10#26,男,19,大专,浙江省,金华市,华为应用商店,剑士,青铜,2019/1/30
